preds,labels
화자 에스디(SD)가 2100457이라 물가도 올랐고 먹거리도 비싸다.,"이 대화에서 화자들은 유행하는 음식과 편의점 음식에 대해서 이야기했습니다. SD2100458은 엽떡에서 새로운 크림 떡볶이가 나왔는데 엽떡이 트렌드를 잘 안다고 말했습니다. 또 사람들이 좋아하는 건 이유가 있다며 유행하는 걸 먹어보면 맛있다고 말했습니다. 자극적인 음식은 닭발, 매운 떡볶이가 좋다며 불닭은 자극적이어서 스트레스가 풀리고 치즈를 넣어 먹으면 맛있다고 말했습니다. 또 편의점 음식이 신선도가 떨어지고 불량스러운 느낌이어서 싫다며 비싸고 양에 비해 가성비가 떨어지지만 편의점만큼 편리한 게 없어서 어쩔 수 없게 먹게 된다고 말했습니다. 또 편의점에서 맛있고 가격도 괜찮은 걸 찾으면 기분이 좋다며 틱톡 젤리는 어린 아이들이 많이 사는데 너무 비싸다고 말했습니다. SD2100457은 사람들이 많이 먹는 건 먹기가 싫다며 마라탕도 한 번 먹어봤는데 자신의 타입은 아니었다고 말했습니다. 그리고 불닭 소스를 샀는데 계란 볶음밥에 뿌려 먹으면 맛있다고 말하면서 불닭이 끌리는 맛은 아닌데 스트레스 받을 때 먹는 거 같다고 말했습니다. 마크 정식은 맛있고 양이 많다고 말했고 편의점 음식은 비싸서 먹지 않는다고 이야기했습니다. 또 지에스 25가 트렌드를 잘 안다며 탕후루가 인기니까 탕후루 세트도 나오고 유행하는 틱톡 젤리고 나온다고 말했습니다."
화자 에스디(SD)가 2100457:이다.,이 대화에서 화자들은 선호하는 음식점 유형과 급식에 대해서 이야기했습니다. SD2100457은 호텔 주방장들은 전문 지식 같은 게 있어서 체인점보다 호텔 뷔페가 신뢰감이 간다고 말했습니다. 또 광화문 호텔에서 일했을 때를 생각해 보니 분위기도 좋고 인테리어도 좋아서 사람들이 5성급을 좋아하는 것 같다고 말했습니다. 또 음식을 해 먹는 게 맛있기도 하고 만들었다는 뿌듯함이 들어서 요리에 관심이 많다고 이야기했습니다. 그리고 학교 급식에 메뉴가 반복적으로 나오고 맛이 없지만 그래도 먹고 싶다고 말했습니다. SD2100458은 호텔이 더 맛있는 게 많고 뷔페는 더러울 것 같아서 돈을 좀 더 벌어 호텔에 가는 게 나은 것 같다고 말했습니다. 또 여러 가지 음식이 있는 것보다 먹고 싶은 음식이 있으면 전문점에 가서 먹고 싶다고 이야기했습니다. 식당에서 소스를 재사용하는 모습을 티브이에서 보다 보니 밖에서 먹는 음식이 꺼려지고 요즘은 집에서 음식을 해 먹고 싶다고 말했습니다. 그리고 요즘 급식을 먹지 않아서 모르겠지만 인터넷을 보니 맛있는 급식이 많은 것 같지만 자신의 학교 급식은 먹기 싫다고 이야기했습니다.
화자 에스디(SD)2100459:가 이제 아이돌 육성하는 프로그램이 각 방송사마다 간판으로 내세웠는데 이제 시들해지니까 트로트가 나왔는데 지금은 번져서 이제 국악으로 이어지는 게 고무적이라는 생각이 들었다.,"이 대화에서 화자들은 음악 경연 프로그램에 대해서 이야기했습니다. SD2100459는 사람들이 전통 음악에 관심이 많이 지면서 국악 경연 프로그램도 생겼다며 국악과 오페라, 발라드, 트로트 등 다른 장르의 음악을 섞어서 새롭게 퓨전 음악을 시도해 팀 혹은 개인을 육성하는 경연 프로그램이라고 말했습니다. 또 스우파는 백댄서들이 나오는 경연 프로그램인데 인기가 많아졌다고 했으며 유튜브 구독자 수가 2천만 명을 넘겼다고 덧붙였습니다. 또한, 스우파를 보면 다른 경연 프로그램과 다르게 자신감 통해 결과를 뒤집는 경우도 나온다며 자신감의 중요성을 깨달았다고 말했습니다. 또 경연 프로그램들이 처음엔 아이돌을 육성하는 프로그램으로 간판을 내세웠는데 좀 시들해지니 트로트로 번져 이제는 국악으로까지 이어지는 게 고무적이란 생각이 든다고 말했습니다. SD2100460은 SD2100459에게 듣고 스우파 재방송을 봤는데 음악도 옛날 클럽 음악과 새로운 음악이 같이 나와서 신이 났다고 했습니다. 또한, 사람들의 몸동작과 열정, 패기, 나이와 상관없는 리더들의 모습을 보며 굉장히 자극됐다며 자신도 뭔가를 할 수 있겠다는 생각이 들었다고 말했습니다. 그리고 스우파가 생각보다 유익한 프로그램이었던 거 같다며 청소년들이 이 프로그램을 봐도 동기부여가 되겠다는 생각이 들었다고 말했습니다. 한편, 풍요 대장은 스치듯이 봤는데 송가인이 나와서 국악이라는 느낌보다는 트로트 느낌이 나서 배제를 했다고 말했습니다. 이 밖에 여러 음악을 좋아하고 한국적인 음악도 좋아하지만, 개인적으로 재즈나 팝을 좋아해서 관련 프로그램이 생겼으면 좋겠다고 말했습니다."
화자 에스디(SD)2100460을 듣는데 그걸 들으면 더 방해가 되고 음악을 따라서 음악이 어떻게 흘러가고 여기에 따라서 어떻게 되는지 해서 잠을 잘 못 잔다.,"이 대화에서 화자들은 선호 음악과 수면 시 듣는 음악에 대해서 이야기했습니다. SD2100459는 플레이리스트는 댄스 음악과 발라드 음악이 많다고 말했으며 코로나가 오래되면서 실내 체육 시설에서 운동을 할 수 없어서 홈트를 하는데 배경 음악으로 나오는 댄스 음악이 많이 나오다 보니 에어로빅 용 댄스 음악을 많이 듣는다고 말했습니다. 또 유튜브에는 제주도 함덕 바다 파도 소리를 배경으로 하는 피아노 음악 모음 같은 것도 있다며 구체적으로 사람들의 자연 소리, 시냇물 소리, 낙엽 떨어지는 소리가 잔잔한 음악이랑 섞어서 힐링을 주는 음악들이 눈에 띈다고 말했습니다. 그리고 한 시간 이내에 잠드는 수면 음악도 들은 지 오래 됐다며 스트레스를 받아 불면증 때문에 힘든 적이 있었는데 수면 음악을 들으면 마음이 편안해지고 근육이 이완되는 효과가 있는 거 같다고 말했습니다. SD2100460은 가을이다 보니 센치해져서 유튜브에서 가을에 듣기 좋은 재즈 음악이나 비 올 때 들으면 좋은 노래를 듣는다고 했으며 그래서 유튜브가 좋은 거 같다고 말했습니다. 또 유튜브에서 검색을 하다 보면 바다 소리, 파도 소리, 장작 불 타는 소리 등 자연 에이에스엠알을 찾아서 듣게 되는 거 같다며 코로나 때문에 자연적인 소리가 너무 그립다고 말했습니다. 그리고 수면 음악을 듣긴 하는데 들으면 그 음악에 집중을 하게 되어 방해가 돼서 오히려 잠을 잘 못 잔다며 어쩔 땐 아무것도 하지 않고 잠을 청한다고 말했습니다."
둘째 날 우리가 이제 함덕이니까 애월이나 협재 쪽으로 잡아서 동선을 줄여보자고 한다.,"이 대화에서 화자들은 제주도와 공주 여행에 대해 이야기했습니다. SD2100460은 핑크 뮬리는 공주에 가서 봐야 한다며, 운전을 해줄 사람을 섭외해 보고 시간을 맞춰서 가보자고 말했습니다. 그리고 사람들이 제주도에서 꽃이나 단풍 구경을 많이 한다며 수목원 같은 곳도 한 군데 가면 좋을 것 같다고 말했습니다. 또 애월이나 협재 쪽에 있는 미술관에 가보자고 제안했습니다. 또 일요일과 월요일 비행기 값이 차이가 없어서 일요일에 가는 것도 괜찮을 것 같다고 말했고, 지난번에 확인했을 때보다 비행깃값이 더 내려갔다고 이야기했습니다. 여행 갈 때까지 여행 계획 잘 세워보자고 말했으며 생각만 해도 신이 난다고 이야기했습니다.  SD2100459는 제주도에도 핑크 뮬리가 유명한 곳이 있기 때문에 제주도 여행에 갈 때 핑크 뮬리가 있다면 보러 가는 것도 좋겠다고 말했습니다. 공주에서 핑크 뮬리를 보러 가기에는 대중교통으로 이동하기 어려울 것 같다고 말했습니다. 그리고 제주도에 하루 더 있으면 좋겠다고 말했고, 운전을 할 수 없으니 좋은 전망이 있는 숙소를 잡으면 될 것 같다고 말했습니다. 또 아직 시간 여유가 있으니까 출발 날짜는 다음 주에 정하자고 말했습니다. 그리고 서부 쪽으로 시작해서 동쪽 그리고 북쪽으로 여행 코스를 정하면 좋을 것 같다고 말했습니다. 제주도의 풍경을 전문으로 담는 사진전을 인상 깊게 보았던 기억이 있어서 미술관에 가면 좋을 것 같다고 말했습니다. "
화자 에스디(SD)2100461:1이라고 하자 자기도 그때 자거나 이럴 때가 있다고 한다.,"이 대화에서 화자들은 백신 접종 후 건강 상태에 대해 이야기했습니다. SD2100461은 생활이 불규칙해서 속도 안 좋고, 백신 맞고 나서도 계속 몸이 안 좋다고 말했습니다. 그리고 살도 쪄서 다이어트가 급하다고 말했습니다. 그리고 헌혈을 하려고 했는데 어제 잠을 못 자서 못했다고 말했습니다. 또 백신을 맞고 3, 4일 뒤에 두통이 심하게 왔었고, 요즘은 있었다가 없었다가 한다고 말했습니다. 그리고 위 내시경은 모르는 병이 있을까 무서워서 한 번도 안 해봤다고 말했습니다. 마지막으로 일단 무릎이 아파서 살부터 빼야 할 것 같다고 말했고, 혈압은 있는 줄 알았는데 정상이라고 말했습니다. SD2100462는 백신 맞고 운동을 등록하려 했는데 확진자가 늘어나는 추세라 안 했다고 말했고, 집에서 운동 하려고 장비를 준비해뒀으며 자전거도 주에 4번은 탈 것 같다고 말했습니다. 그리고 백신을 맞으면 거의 다 부작용이 오는 것 같고, 자기는 2주 동안 두통이 계속 있었다고 말했습니다. 그래서 백신을 맞으면 3주 정도는 가볍게 걷기 운동을 하며 계속 건강 상태를 확인해야 한다고 말했습니다. 또 위 내시경은 무서워서 한 번도 안 해봤다고 말했고, 병이 생기는 걸 완벽히 예방할 수는 없으니 가벼운 운동을 꼭 해줘야 한다고 말했습니다."
화자 에스디(SD)2100461: 스트레스도 확 풀리고 스트레스도 확 풀리고 화자 에스디(SD)2100461:100461:100461:이다.,"이 대화에서 화자들은 영양제와 약에 대해 이야기했습니다. SD2100461은 한약이 간을 손상 시킨다는 이야기를 듣고 한의학에 대한 신뢰가 줄었다고 말했습니다. 그리고 종합 비타민과 오메가 3, 유산균을 챙겨 먹고 있다고 말했고, 비엔알 17이라는 유산균이 체지방을 감소 시켜준다고 들었다고 말했습니다. 또 요즘 머리가 계속 빠져 고민이라고 말했고, 탈모 약이 빨리 나왔으면 좋겠다고 말했습니다. SD2100462는 한약을 장기적으로 복용하면 건강에 안 좋다고 들었다고 말했고, 약국을 하는 집안이다 보니 더 선호하지 않게 되는 것 같다고 말했습니다. 그리고 비타민과 마그네슘을 챙겨 먹고 있고, 상대방이 말한 유산균은 후기를 찾아보니 광고만큼 효과가 크진 않다고 말했습니다. 또 주사로 되어있는 보조제를 최근에 알게 됐는데 다이어트 효과가 엄청 크다고 말했고, 다른 비슷한 주사제도 병원에서 맞을 수 있다고 말했으며 둘 다 부작용은 아직 없다고 말했습니다."
화자 에스디(SD)가 2100463:이다.,"이 대화에서 화자들은 사고 싶은 핸드폰과 구매 방법에 대해 이야기했습니다. SD2100464는 제트 폴더 3이 생각보다 가격이 비싸긴 하지만, 무겁더라도 화면이 넓고 노트 기능도 있어서 갖고 싶다고 말하며 할부로 살까 고민 중이라고 말했습니다. 그래서 기존의 요금제를 유지하고 기기만 변경해야 할 것 같다고 말했고, 상대방은 노트의 펜 기능은 써본 적 있는지 물어보며 노트 기능도 괜찮다고 말했습니다. 그리고 핸드폰을 구매하러 용산 전자 상가에 가는 건 어떨지 물어보았고, 상대방이 말한 대로 대리점에 가서 직접 눈으로 보고 만져 보고 결정해야 할 것 같다고 말했습니다. SD2100463은 상대방이 사고 싶은 핸드폰이 200만원의 가치를 할 수 있을지 모르겠다고 말했고, 펜 기능은 다른 사람 쓰는 걸 잠깐 써본 적 있는데 그렇게 좋은 진 모르겠다고 말했습니다. 그리고 5~6만원 정도의 요금제도 괜찮다고 말했고, 에스 21 울트라도 괜찮을 것 같다고 말했습니다. 또 핸드폰을 구매할 땐 용산에서 구매하는 건 힘들 것 같고, 자신은 114에 전화해서 정보를 얻고 대리점에 가는 방식으로 구매했었다고 말하며 상대방도 같은 방식으로 직접 가보고 결정하는 게 좋을 것 같다고 말했습니다."
화자 에스디(SD)가 2100463:이다.,"이 대화에서 화자들은 점심 메뉴 선정에 대해 이야기했습니다. SD2100463은 멕시코 음식은 어떨지 물어보았고, 막창도 먹고 싶다고 말하며 막창은 어떤지도 물어보았으며 두 군데 모두 거리가 멀지 않다고 말했습니다. 그리고 또 괜찮아 보이는 곳은 피자와 술을 파는 이탈리아 음식점이 있고, 복지리 집도 있는데 여의도라서 너무 멀다고 말했습니다. 또 밖에서 먹는 거니까 색다르게 먹고 싶다고 말했고, 술 한 잔 먹으면 좋을 것 같다고 말했으며 브레이크 타임을 생각해서 가야 할 것 같다고 말했습니다. SD2100464는 멕시코 음식 식당에 가면 종류마다 하나씩 시켜 먹으면 될 것 같다고 말했고, 막창 종류의 음식은 다 잘 먹는다고 말하며 막창도 맛있을 것 같다고 말했습니다. 그리고 주점을 가기엔 시간이 너무 이른 것 같다고 말했고, 음식도 별로인 것 같다고 말했습니다. 또 이탈리아 음식점에 가서 피자와 와인을 먹으면 좋을 것 같다고 말했고, 멕시코 음식점도 괜찮을 것 같다고 말했습니다. 그래서 멕시코 음식점을 먼저 가보면서 다른 곳도 둘러보며 메뉴를 정하자고 말했습니다."
화자 에스디(SD)2100464라 자금이 문제라고 한다.,"이 대화에서 화자들은 투자 현황에 대해 이야기했습니다. SD2100464는 미국의 이슈 때문에 증시가 폭락한 상태라 상대방은 괜찮은 지 물어보았고, 자신의 투자 종목은 주가가 떨어져 있다고 말했습니다. 그리고 미국 증시 폭락과 별개로 세계 경제 자체가 안 좋은 상태라는 얘기를 들어서 걱정이 된다고 말했습니다. 또 주가가 떨어졌을 때 주식을 사는 것도 괜찮을 거 같지만 위험해서 현금으로 보유하는 게 낫다고 들었다고 말했습니다. 그리고 얼마 전에 미국의 금 상품을 샀는데 많이 떨어졌다고 말했습니다. SD2100463은 증시 폭락으로 투자 종목들의 주가가 계속 떨어져서 안 괜찮다고 말했습니다. 그리고 최근 폭락 때는 금방 반등해서 이번에도 비슷할 것 같았는데, 예전 하락기처럼 길게 이어지면 어떡하느냐고 말하며 걱정된다고 말했습니다. 또 금과 은의 변동 폭이 심해서 무섭다고 말했고, 중국 주식 몇 개를 사본 적은 있지만 소액이기도 했고 지금은 가지고 있지 않다고 말했습니다."
화자 에스디(SD)가 2100463:이다.,"이 대화에서 화자들은 재테크 수단에 대해 이야기했습니다. SD2100464는 요즘 펀드 매니저가 주관적으로 운영하는 액티브 이티에프가 있다고 말했고, 상대방의 투자 경험도 물어보았습니다. 그리고 과거에는 펀드보다 주식이 나은 거 같다는 생각을 했었지만, 요즘은 또 이티에프 몇 개는 가지고 있다고 말했습니다. 또 예전에 레버리지 투자로 돈을 벌어 본 적은 있는데, 인버스 투자는 어떻게 해야 할지 모르겠다고 말했습니다. SD2100463은 옛날 이티에프 밖에 몰라서 액티브 이티에프도 알아봐야겠다고 말했고, 옛날에 펀드를 1년 동안 갖고 있다가 1원도 못 벌어본 적이 있어서 펀드에 투자할 돈으로 다른 데 투자하는 게 좋겠다는 생각을 했었다고 말했습니다. 그리고 자금이 많으면 인버스, 레버리지 투자를 하는 게 위험도 없고 제일 좋은 거 같다고 말했고, 인버스보다 레버리지가 더 나은 거 같다고 말했습니다. 또 요즘 재테크 수단으로 제일 인기 있는 건 코인 채굴인 것 같다고 말했습니다."
"화자 에스디(SD)210465:는 대본이 있는 것 같은 느낌이고, 탈출은 이제 딱 한 장소에서 탈출만 하고 끝내서 그런지 모르겠지만 조금 더 재밌는 것 같다.","이 대화에서 화자들은 좋아하는 드라마와 예능에 대해 이야기했습니다. SD2110466은 요즘 갯마을 차차차를 즐겨 보고 있다고 말했고, 공효진을 좋아해서 주군의 태양도 좋아했었으며 동백꽃도 매년 다시 보고 있다고 말했습니다. 그리고 넷플릭스에선 디피와 오징어 게임을 진짜 재밌게 봤다고 말했고, 환승 연애나 하트 시그널 같은 로맨스 예능과 그것이 알고 싶다와 신의 퀴즈를 좋아했다고 말했습니다. 또 대탈출도 가끔 봤고, 같은 PD가 만든 여고추리반도 재미있게 봤다고 말했습니다. SD2110465는 요즘은 갯마을 차차차를 보는 낙에 살고 있다고 말했고, 주군의 태양이라는 드라마가 가장 좋아하는 드라마라서 매년 다시 보고 있다고 말했으며 동백꽃은 취향이 안 맞아서 안 봤다고 말했습니다. 그리고 디피와 오징어 게임도 안 보지 않았으며 무거운 주제를 다루는 건 보고 싶지 않아서 안 보게 되는 것 같다고 말했습니다. 그래서 판타지나 로맨스 코미디 장르를 많이 보고 런닝맨과 대탈출 등의 예능도 좋아한다고 말했고, 로맨스 예능은 너무 몰입하게 되어 스트레스를 받아 안 본다고 말했습니다."
화자 에스디(SD)210465:를 몰아보는 것을 좋아한다.,"이 대화에서 화자들은 좋아하는 영화와 드라마에 대해 이야기했습니다. SD2110466은 영화 중에선 아가씨를 가장 좋아한다고 말했고, 미비포유는 책으로 읽었던 기억이 너무 좋아서 영화는 안 봤다고 말했습니다. 그리고 많은 생각이 들게 만드는 작품을 좋아하는 것 같고, 영화를 스포 당하는 걸 정말 싫어하지만 가끔은 엔딩을 알고 시청을 결정할 때도 있다고 말했습니다. 그리고 드라마는 몰아보는 걸 좋아하며 여러 번 돌려보는 경향이 있고, 스카이캐슬을 진짜 좋아했어서 많이 돌려봤었다고 말했습니다. SD2110465는 아가씨는 본 적 없다고 말하며 상대방과 취향이 맞지 않는 거 같다고 말했고, 미비포유를 좋아하는 영화 top 5에 항상 꼽는다고 말했으며 요즘은 007 노 타임 투 다이에 푹 빠져 있다고 말했습니다. 그리고 스포를 되게 좋아해서 미리 내용을 파악한 후 드라마를 보는 경향이 있다고 말했고, 부부의 세계의 주된 내용이 불륜이라는 걸 알고 나서 안 봤다고 말했습니다. 또 드라마는 절대 돌려 보지 않는다고 말했으며 몰아 보는 걸 좋아한다고 말했습니다."
화자 에스디(SD)2100468:이다.,"이 대화에서 화자들은 가고 싶은 여행지에 대해 이야기했습니다. SD2100468은 일주일 휴가가 생기면 여행을 가고 싶고, 국내 여행은 많이 해봤지만 해외는 많이 안 가봐서 외국으로 가고 싶다고 말했습니다. 그리고 제주도도 한 번밖에 안 가봐서 궁금하고, 유럽을 간다면 런던에 가고 싶다고 말했습니다. 또 일본에 꼭 한 번 가보고 싶다고 말했습니다. SD2100467은 기회만 있다면 많은 곳을 여행해 보고 싶다고 말했고, 제주도에 갔을 때 좋은 추억이 있어 휴가가 생긴다면 제주도를 다시 가고 싶다고 말했습니다. 그리고 여행은 사람이 많아야 재밌는 것 같다고 말했고 바다를 좋아해서 부산 해운대에 가고 싶다고 말했습니다. 또 낭만이 있는 파리를 제일 가보고 싶다고 말했고, 일본을 가게 되면 맛집과 온천을 가보고 싶고 깨끗한 거리를 걸으며 사진을 찍고 싶다고 말했습니다. 마지막으로 상대방과 여행을 가게 되면 제주도나 강릉을 가고 싶다고 말했습니다."
화자 에스디(SD)2100467: 소프트 아이스크림이 좋다.,"이 대화에서 화자들은 여행 경험과 가고 싶은 여행지에 대해 이야기했습니다. SD2100468은 이번 여름에 갔던 가평 여행이 진짜 재밌었다고 말했고, 바비큐 장이 실내에 있던 건 아쉬웠다고 말했습니다. 그리고 여행을 가면 일상에서 못 보는 풍경을 보고 그 지역의 술을 마시는 게 가장 좋다고 말했습니다. 또 작년에 서해 쪽으로 편한 친구들끼리 놀러 갔었는데 너무 재밌었다고 말했습니다. 가평 여행도 진짜 재밌었다고 말했고, 물놀이를 재밌게 했다고 말했습니다. 그리고 미국 여행을 가서 자유의 여신 상을 보고 싶다고 말했고, 기회가 되면 상대방에게 같이 가자고 이야기했습니다. SD2100467은 이번 여름에 갔던 가평 여행은 물놀이가 가장 재밌었고, 바비큐 장이 실내에 있었지만 비가 와서 괜찮았다고 말했습니다. 그리고 여행을 가면 같이 간 사람들과 대화하는 게 재밌고, 활동을 하는 게 좋다고 말했습니다. 또 아직 여행 계획이 없지만 기회가 생기면 적극적으로 준비해서 갈 거라고 말했습니다. 작년에 갔던 가평 여행에서 물을 무서워하여 잘 놀지 못했지만 가장 기억에 남는 여행이라고 말했습니다. 또한 미국은 별거 없는 거리도 멋있어 보이고 자유의 여신 상을 보러 꼭 한 번 가보고 싶다고 이야기했습니다."
화자 에스디(SD)2100470:그램(700470:그램)이다.,"이 대화에서 화자들은 다이어트 경험에 대해 이야기했습니다. SD2100469는 최근 다이어트를 시작해서 식단 관리를 하고 있다고 말했고, 다이어트 보조제도 함께 먹고 있는데 효과가 괜찮았다고 말하며 요요는 없었다고 말했습니다. 그리고 밥을 너무 좋아해서 많이 먹었었는데, 출산 후 살이 안 빠져서 밥을 한 끼의 반 공기로 줄였다고 말했습니다. 또 예전에 다이어트할 때도 식단 관리를 했었는데, 가족들이 옆에서 라면을 먹어서 냄새를 참기 힘들었다고 말했습니다. 그리고 예전에 또 간헐적 단식과 식단 관리, 운동을 함께 해서 일주일 만에 7kg 뺀 적이 있다고 말했습니다. SD2100470은 예전에 다이어트가 유행할 때 소고기만 먹고 다른 음식은 줄이는 방식으로 다이어트를 했었는데 살이 잘 빠졌었다고 말했습니다. 그리고 우리나라 사람들은 빵과 밥 등의 탄수화물만 줄여도 살이 잘 빠질 거라고 말했습니다. 또 다이어트할 때는 주위 사람들이 잘 도와줘야 한다고 말했습니다. 그리고 다이어트 중 가장 효과를 본 건 간헐적 단식이었던 것 같다고 말했고, 몸무게는 크게 줄지 않았지만 사이즈가 작아져서 좋았다고 말했습니다."
화자 에스디(SD)가 2100469:이다.,"화자들은 다이어트를 위한 운동에 대해 이야기했습니다. SD2100469는 필라테스를 해봤었는데 좋았지만 스케줄이 정해져 있어서 불편했다고 말했고, 점프 다이어트가 운동 중에선 제일 괜찮은 것 같다고 말하며 상대방에게 필라테스 대신 점프 다이어트를 추천했습니다. 그리고 걷는 운동은 다이어트엔 큰 효과가 없다고 들었다고 말했지만, 상대방은 무릎이 안 좋아서 걷기 운동이 나을 것 같다고 말했습니다. 또 수영이 다이어트가 많이 된다고 들어서 수영을 다녀볼까 했지만 코로나 때문에 안될 거 같아서 점프 다이어트를 다시 시작하려 한다고 말했습니다. SD2100470은 필라테스를 시작했지만 시간이 없어서 못 가고 있다고 말했습니다. 그리고 무릎이 안 좋아서 점프 다이어트 같은 무릎을 많이 쓰는 운동은 못할 것 같다고 말했고, 무리 안 가고 제일 좋은 건 자전거와 수영이라고 들었다고 말했습니다. 하지만 코로나 때문에 수영장은 위험할 것 같다고 말했습니다."
화자 에스디(SD) 2100472:라서 한여름에도 양복을 입어야 하고 검은색 겉옷까지 다 입어야 되는데 그래도 되기만 하면 여의도가 어디든 좋다.,"화자들은 취직에 대해 대화했습니다. SD2100472는 취직을 위해 취업 원서를 계속 넣고 있는 중이라고 말했고, 제일 가고 싶었던 투자 계열 회사는 자기 소개서를 대충 써서 떨어진 것 같다고 말했습니다. 하지만 다른 곳들도 계속 넣어 보고 있다고 말했습니다. 그리고 자연 계열로 취직을 하면 지방으로 발령 받게 되지만, 자신은 사무직이라 붙기만 하면 여의도에서 근무하니까 다행이라고 말했습니다. SD2100471은 보건소에서 기간제로 일을 하고 있고, 들어가기 위해 자기 소개서를 열심히 썼었다고 말했습니다. 그리고 일하는 데 만족하고 있고, 방호복을 입고 일해서 여름엔 힘들었지만 지금은 시원한 걸 넘어 추워지고 있다고 말하며 나중에 밖에서 일하는 직종에 취직하게 되면 힘들 것 같다고 말했습니다. 또 아직 취직 보단 학교 공부가 먼저라고 생각하고 있다고 말했고, 졸업 후엔 아직 확실히 정해진 건 아니지만 체외 진단 키트 회사에 취직을 하고 싶다고 말했습니다."
화자 에스디(SD)2100471:그램이 잘 됐으면 좋겠다.,"이 대화에서 화자들은 취직의 어려움에 대해 이야기했습니다. SD2100472는 지금 원서를 넣은 회사가 정말 좋은 곳인지 잘 모르겠다고 선배들과 이야기 해봐야겠다고 말했고, 채권 추심 회사나 채권 조사 회사 같은 금융권의 3D 업종까지 갈 일은 없었으면 좋겠다고 말했습니다. 그리고 요즘 회사들이 바이오 쪽 인원들을 많이 뽑는다고 말했고, 자신이 원서를 넣은 회사도 바이오 쪽 인원을 뽑고 있다고 말했습니다. 또 우리나라 고용 유연성이 오이시디 최하위기도 하고, 경기도 안 좋고 문과 취업 시장도 너무 안 좋고 정부 정책도 취업에 도움이 안된다고 말하며 전체적으로 시기가 안 좋은 것 같다고 말했습니다. SD2100471은 상대방은 서울대니까 하향 지원을 하면 바로 들어갈 수 있을 것 같고, 그렇게 취업 기간을 단축하는 것도 나쁘지 않을 것 같다고 말했습니다. 그래도 취업할 땐 상장 되어있는 회사에 들어가라고 말했고, 상대방이 취직을 준비하며 고생했을 걸 생각하니 마음이 안 좋다고 말하며 조만간 취업을 성공해서 맛있는 걸 얻어 먹었으면 좋겠다고 말했습니다. 그리고 자신이 졸업할 때가 되면 바이오 쪽 인기가 줄어들 것 같다고 말했습니다. 또 젊은 층의 취업을 막는 게 귀족 노조인 것 같다고 말했습니다."
화자 에스디(SD)2100471이 뉴스를 봤는데 뉴스에서도 집을 팔 바에는 자녀한테 증여를 해 준다고 한다.,"두 사람은 투자에 대해 대화했습니다. SD2100471은 빨리 돈을 많이 벌고 싶다며 근로 소득으로 돈 버는 시대는 지난 것 같다고 말했습니다. 그리고 인플레이션 우려가 커서 철, 금, 곡물 등의 원자재 선물 투자를 해볼까 생각 중이라고 말했습니다. 또 요즘 투자에 대한 진입 장벽이 낮아 많은 사람이 제대로 된 준비 없이 투자하는 게 마음에 안 든다고 말했고, 투자할 땐 그런 사람들의 반대로 투자를 하는 게 맞는 것 같다고 말했습니다. 그리고 부동산에 관심이 많다며 오피스텔과 상가와 아파트가 투자 수단으로 괜찮은지 물어보았습니다. SD2100472는 한국은 다른 나라에 비해 개인 투자자의 비율이 높아서 잘못된 투자를 하는 사람들이 많을 수 있다고 말했습니다. 그리고 인플레이션 시대에 투자하기 좋은 종목은 원자재나 부동산인 것 같다고 말했습니다. 또 한국은 부동산 가격이 크게 내려갈 가능성은 낮아서 오피스텔, 상가, 아파트 모두 투자하기 괜찮은 것 같다고 말했습니다."
화자 에스디(SD)2100472:라며 공부하면서 계속 보고 뭐가 맞는지 보고 그러다가 투자하고 잘 될지는 모르겠다고 한다.,"두 사람은 투자에 대해 대화했습니다. SD2100471은 가지고 있는 아파트 지분을 팔고 상가를 사서 세를 줄까 생각하고 있다며 SD2100472에게 상가와 소형 아파트 중 무엇을 사는 게 나을지 물어보았습니다. 그리고 상가를 사서 월 100만 원이라도 벌 수 있으면 괜찮을 것 같다고 말했으며 가격이 내려가더라도 위치가 좋으니까 크게 떨어질 것 같진 않다고 말했습니다. 또, 무슨 방법을 쓰든 돈을 많이 벌어서 미래의 자녀에게 경제적인 자유를 주고 싶다고 말했습니다. SD2100472는 부동산 투자는 위험 관리가 가장 중요하고 금융 상황의 위험은 조금 손해를 보더라도 메꿀 수 있지만, 공실에 대한 위험이 크다고 말했으며 소형 가구 수가 많아지는 추세라 소형 아파트의 수요는 계속 오를 것 같다고 말했습니다. 그리고 상가는 위치가 좋으니까 수요는 유지될 거 같은데 위험이 커서 관리가 힘들 수도 있다며 금리가 오를 때까지 몇 년 기다렸다가 사는 게 좋을 것 같다고 말했습니다. 또, 지금 같이 불안한 시장 상황에 투자해야 돈을 많이 벌 수 있다고 말했습니다."
